soc_code,title,major_group_code,onet_text_enriched,onet_text_nlp
43-4051.00,Customer Service Representatives,43,Customer Service Representatives administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,customer service representatives administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-4061.00,"Eligibility Interviewers, Government Programs",43,"Eligibility Interviewers, Government Programs administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","eligibility interviewers, government programs administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
43-4071.00,File Clerks,43,File Clerks administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,file clerks administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-4081.00,"Hotel, Motel, and Resort Desk Clerks",43,"Hotel, Motel, and Resort Desk Clerks administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","hotel, motel, and resort desk clerks administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
43-4111.00,"Interviewers, Except Eligibility and Loan",43,"Interviewers, Except Eligibility and Loan administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","interviewers, except eligibility and loan administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
43-4121.00,"Library Assistants, Clerical",43,"Library Assistants, Clerical administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","library assistants, clerical administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
43-4131.00,Loan Interviewers and Clerks,43,Loan Interviewers and Clerks administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,loan interviewers and clerks administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-4141.00,New Accounts Clerks,43,New Accounts Clerks administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,new accounts clerks administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-4151.00,Office and Administrative Professional (43-4151.00),43,Office and Administrative Professional (43-4151.00) administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,office and administrative professional (43-4151.00) administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-4161.00,"Human Resources Assistants, Except Payroll and Timekeeping",43,"Human Resources Assistants, Except Payroll and Timekeeping administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","human resources assistants, except payroll and timekeeping administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
43-4171.00,Receptionists and Information Clerks,43,Receptionists and Information Clerks administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,receptionists and information clerks administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-4181.00,Reservation and Transportation Ticket Agents,43,Reservation and Transportation Ticket Agents administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,reservation and transportation ticket agents administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-5011.00,Cargo and Freight Agents,43,Cargo and Freight Agents administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,cargo and freight agents administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-5011.01,Cargo and Freight Agents (Specialization),43,Cargo and Freight Agents (Specialization) administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,cargo and freight agents (specialization) administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-5021.00,Couriers and Messengers,43,Couriers and Messengers administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,couriers and messengers administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-5031.00,Public Safety Telecommunicators,43,Public Safety Telecommunicators administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,public safety telecommunicators administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-5032.00,Office and Administrative Professional (43-5032.00),43,Office and Administrative Professional (43-5032.00) administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,office and administrative professional (43-5032.00) administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-5041.00,"Meter Readers, Utilities",43,"Meter Readers, Utilities administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","meter readers, utilities administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
43-5051.00,Postal Service Clerks,43,Postal Service Clerks administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,postal service clerks administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-5052.00,Postal Service Mail Carriers,43,Postal Service Mail Carriers administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,postal service mail carriers administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-5053.00,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",43,"Postal Service Mail Sorters, Processors, and Processing Machine Operators administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","postal service mail sorters, processors, and processing machine operators administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
43-5061.00,"Production, Planning, and Expediting Clerks",43,"Production, Planning, and Expediting Clerks administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","production, planning, and expediting clerks administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
43-5071.00,"Shipping, Receiving, and Inventory Clerks",43,"Shipping, Receiving, and Inventory Clerks administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","shipping, receiving, and inventory clerks administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
43-5111.00,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",43,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","weighers, measurers, checkers, and samplers, recordkeeping administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
43-6011.00,Executive Secretaries and Executive Administrative Assistants,43,Executive Secretaries and Executive Administrative Assistants administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,executive secretaries and executive administrative assistants administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-6012.00,Legal Secretaries and Administrative Assistants,43,Legal Secretaries and Administrative Assistants administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,legal secretaries and administrative assistants administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-6013.00,Medical Secretaries and Administrative Assistants,43,Medical Secretaries and Administrative Assistants administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,medical secretaries and administrative assistants administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",43,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources","secretaries and administrative assistants, except legal, medical, and executive administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources"
43-9021.00,Data Entry Keyers,43,Data Entry Keyers administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,data entry keyers administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
43-9022.00,Word Processors and Typists,43,Word Processors and Typists administrative office clerical data documentation support Reading Comprehension Active Listening Writing Speaking Mathematics Science Critical Thinking Active Learning Learning Strategies Monitoring Social Perceptiveness Coordination Persuasion Negotiation Instructing Service Orientation Complex Problem Solving Operations Analysis Technology Design Equipment Selection Installation Programming Operations Monitoring Operation and Control Equipment Maintenance Troubleshooting Repairing Quality Control Analysis Judgment and Decision Making Systems Analysis Systems Evaluation Time Management Management of Financial Resources Management of Material Resources Management of Personnel Resources,word processors and typists administrative office clerical data documentation support reading comprehension active listening writing speaking mathematics science critical thinking active learning learning strategies monitoring social perceptiveness coordination persuasion negotiation instructing service orientation complex problem solving operations analysis technology design equipment selection installation programming operations monitoring operation and control equipment maintenance troubleshooting repairing quality control analysis judgment and decision making systems analysis systems evaluation time management management of financial resources management of material resources management of personnel resources
